chutes_1,chutes_2,chutes_no_alvo_1,chutes_no_alvo_2,posse_de_bola_1,posse_de_bola_2,passes_1,passes_2,precisao_passes_1,precisao_passes_2,faltas_1,faltas_2,cartao_amarelo_1,cartao_amarelo_2,cartao_vermelho_1,cartao_vermelho_2,impedimentos_1,impedimentos_2,escanteios_1,escanteios_2,resultado
11,14,7,1,0.64,0.36,682,382,0.87,0.78,11,12,0,0,0,0,3,1,5,7,1
10,19,3,4,0.31,0.69,288,635,0.73,0.88,13,16,0,2,0,0,0,5,0,10,1
21,7,3,3,0.43,0.57,304,406,0.77,0.82,16,29,2,4,0,0,1,1,7,7,1
5,12,2,4,0.34,0.66,343,630,0.78,0.89,7,7,4,1,1,0,0,3,1,10,1
25,5,7,1,0.45,0.55,448,538,0.83,0.86,12,13,1,1,0,0,2,1,11,5,0
9,22,1,5,0.37,0.63,296,477,0.65,0.81,10,12,2,2,0,0,3,1,1,9,0
11,12,1,3,0.37,0.63,302,513,0.65,0.8,17,17,5,2,0,0,1,1,4,10,0
18,11,6,2,0.64,0.36,607,339,0.88,0.79,14,17,2,3,0,0,1,0,5,2,0
24,12,5,4,0.59,0.41,532,383,0.87,0.75,12,14,1,2,0,0,0,1,4,5,1
13,21,7,5,0.61,0.39,520,328,0.89,0.84,10,20,1,2,0,0,0,3,2,8,2
12,17,2,7,0.49,0.51,350,353,0.81,0.8,17,14,0,2,1,0,0,0,6,6,1
14,7,5,3,0.53,0.47,515,463,0.87,0.87,11,9,2,1,0,0,4,1,7,4,2
12,11,4,4,0.54,0.46,426,354,0.86,0.81,15,10,6,0,0,1,2,1,5,6,1
14,19,7,2,0.45,0.55,506,593,0.83,0.86,11,7,1,1,0,0,0,0,3,3,1
10,24,2,11,0.34,0.66,276,515,0.69,0.85,13,10,3,1,0,0,1,2,3,12,2
2,19,0,4,0.47,0.53,413,461,0.76,0.8,13,16,4,4,0,0,1,2,3,2,1
8,18,1,11,0.47,0.53,426,484,0.8,0.82,15,14,2,0,0,0,3,2,1,5,1
10,15,3,4,0.65,0.35,549,296,0.89,0.78,21,12,5,2,1,0,1,1,3,5,0
14,8,6,2,0.53,0.47,421,379,0.78,0.81,13,18,1,1,0,0,1,1,9,1,1
20,9,8,3,0.69,0.31,721,318,0.87,0.75,13,17,2,4,0,0,0,0,12,5,0
15,14,5,6,0.6,0.4,513,361,0.86,0.83,12,15,2,2,0,0,1,0,13,5,1
11,10,6,5,0.71,0.29,622,255,0.88,0.71,18,12,2,4,0,0,2,1,4,6,1
17,12,6,2,0.62,0.38,527,330,0.84,0.74,11,13,3,2,0,0,1,0,7,5,2
14,15,10,5,0.45,0.55,333,406,0.77,0.8,19,18,3,3,0,0,0,4,8,5,0
30,7,16,2,0.74,0.26,561,202,0.89,0.7,8,9,1,2,0,0,0,3,11,0,1
12,17,4,6,0.39,0.61,303,460,0.78,0.85,16,15,3,3,0,0,3,2,2,6,1
7,8,1,1,0.42,0.58,454,640,0.87,0.88,11,8,0,0,0,0,3,0,5,3,0
27,4,8,1,0.67,0.33,549,296,0.88,0.75,2,18,2,6,0,0,1,0,16,1,1
21,15,7,3,0.62,0.38,439,264,0.8,0.7,16,20,5,3,0,0,2,2,10,5,2
23,9,7,5,0.71,0.29,628,265,0.87,0.72,11,15,2,2,0,0,1,2,14,5,0
5,16,2,5,0.56,0.44,499,391,0.85,0.83,22,25,2,4,2,0,1,4,2,3,1
12,12,5,1,0.42,0.58,384,517,0.79,0.87,8,17,1,1,0,1,2,1,5,5,0
10,11,3,4,0.58,0.42,570,415,0.82,0.79,14,13,2,3,0,0,0,0,2,1,0
9,21,4,6,0.42,0.58,286,374,0.77,0.83,26,13,3,2,0,0,1,1,3,9,1
9,13,1,4,0.51,0.49,441,445,0.85,0.84,12,14,1,2,1,1,1,1,9,2,2
14,6,3,3,0.44,0.56,318,410,0.79,0.8,20,17,1,3,0,1,2,0,4,5,0
10,19,4,7,0.48,0.52,385,409,0.8,0.84,12,15,4,1,0,0,0,0,2,3,0
11,15,3,3,0.38,0.62,304,490,0.69,0.81,19,16,2,4,0,0,0,1,3,5,0
19,8,6,2,0.49,0.51,400,405,0.79,0.82,29,19,1,3,0,0,0,3,5,3,1
6,15,1,4,0.45,0.55,321,386,0.77,0.85,22,22,4,1,0,0,0,1,4,3,0
11,9,5,2,0.55,0.45,490,408,0.82,0.75,11,12,3,3,0,0,1,0,6,6,1
14,13,4,5,0.72,0.28,660,264,0.89,0.78,20,14,1,3,0,0,0,0,4,2,2
16,16,7,4,0.53,0.47,411,360,0.74,0.76,15,16,1,1,0,0,1,0,5,10,0
12,15,3,5,0.37,0.63,290,488,0.76,0.86,16,23,2,5,0,0,3,0,4,5,1
18,11,10,4,0.6,0.4,435,308,0.81,0.73,9,13,2,2,0,0,4,0,15,4,1
14,14,3,5,0.48,0.52,408,450,0.87,0.87,18,16,2,1,0,0,2,1,1,1,2
16,11,2,0,0.45,0.55,397,486,0.85,0.87,14,9,1,0,0,0,1,3,7,4,0
15,10,0,2,0.6,0.4,526,350,0.85,0.82,13,13,2,4,0,0,2,0,6,2,0
22,15,6,4,0.61,0.39,640,412,0.88,0.83,8,12,1,2,0,0,0,0,8,5,1
11,11,4,4,0.65,0.35,427,229,0.81,0.62,16,14,0,3,1,0,2,4,4,8,1
20,19,2,10,0.38,0.62,311,500,0.79,0.84,8,15,4,3,0,0,1,4,6,6,1
9,30,5,4,0.4,0.6,368,507,0.78,0.85,11,12,1,2,0,1,0,3,1,16,2
13,10,1,7,0.69,0.31,582,273,0.82,0.65,14,18,1,1,0,1,2,4,7,4,1
9,8,7,6,0.5,0.5,371,373,0.79,0.77,11,24,1,3,0,0,1,3,3,5,0
12,18,2,2,0.43,0.57,395,511,0.72,0.83,14,13,1,4,0,0,1,0,5,8,0
15,14,6,4,0.38,0.62,359,595,0.82,0.88,19,13,2,3,0,0,0,2,6,6,1
23,9,9,4,0.69,0.31,583,268,0.88,0.71,17,16,4,3,0,0,3,0,11,3,0
19,11,6,3,0.64,0.36,575,318,0.89,0.79,13,11,1,2,0,1,0,4,6,5,1
14,8,3,5,0.61,0.39,459,292,0.83,0.79,11,20,2,3,0,0,1,4,4,2,1
20,14,7,3,0.42,0.58,263,367,0.71,0.76,21,15,6,1,0,0,1,1,5,2,1
18,7,5,2,0.58,0.42,506,380,0.86,0.82,14,15,4,2,0,0,0,1,4,3,1
19,21,9,7,0.41,0.59,373,527,0.8,0.87,14,13,4,2,0,1,4,2,3,5,1
7,8,1,1,0.56,0.44,551,447,0.84,0.78,16,8,3,2,0,0,3,0,9,3,0
17,7,9,4,0.41,0.59,287,428,0.78,0.84,15,19,6,3,1,1,1,1,8,3,0
14,13,6,3,0.51,0.49,386,360,0.77,0.75,15,15,1,4,1,1,2,3,1,5,0
17,13,8,6,0.54,0.46,426,367,0.8,0.78,12,11,1,3,0,0,0,1,7,7,1
19,12,5,5,0.55,0.45,420,350,0.83,0.74,14,22,4,3,0,1,2,1,3,4,2
6,16,3,5,0.48,0.52,450,470,0.85,0.87,13,19,1,3,0,0,4,3,3,2,2
8,18,3,9,0.57,0.43,545,393,0.89,0.87,13,17,3,2,0,0,2,2,2,7,1
15,7,4,2,0.55,0.45,485,413,0.87,0.84,14,14,1,2,1,0,0,4,7,0,2
11,17,6,10,0.42,0.58,347,491,0.82,0.87,12,18,0,3,0,0,0,0,7,7,2
14,15,3,7,0.68,0.32,634,304,0.89,0.79,13,14,0,0,0,0,0,1,3,2,0
33,5,12,3,0.68,0.32,686,344,0.91,0.72,7,16,1,2,0,0,1,1,7,1,2
21,4,10,2,0.66,0.34,576,297,0.92,0.83,16,7,2,0,0,1,1,1,8,4,1
14,11,3,4,0.47,0.53,436,471,0.81,0.81,7,13,2,3,1,0,1,1,6,6,0
10,12,5,6,0.41,0.59,316,463,0.72,0.82,16,12,2,3,0,0,0,4,11,5,1
12,5,1,0,0.41,0.59,317,449,0.68,0.77,25,15,1,0,0,0,2,2,5,3,1
21,6,7,5,0.57,0.43,501,391,0.82,0.75,17,16,0,2,0,0,1,0,6,3,2
7,11,4,5,0.26,0.74,203,611,0.68,0.88,9,14,2,2,1,0,0,3,5,5,1
3,18,1,7,0.48,0.52,449,473,0.83,0.85,16,19,3,4,1,0,2,0,1,2,1
17,9,10,5,0.61,0.39,486,312,0.86,0.77,14,22,3,3,0,0,1,0,3,5,0
13,18,6,3,0.53,0.47,497,441,0.86,0.86,14,17,3,3,0,0,1,3,4,6,0
10,16,5,4,0.48,0.52,404,412,0.8,0.82,14,11,0,3,0,0,3,4,2,9,2
12,8,2,4,0.48,0.52,399,420,0.78,0.78,19,15,0,1,1,1,2,2,4,2,0
15,15,5,2,0.39,0.61,285,450,0.69,0.84,16,13,1,2,0,0,2,0,4,5,0
7,19,3,4,0.45,0.55,426,496,0.79,0.81,9,10,1,0,0,1,0,0,5,5,0
15,8,7,2,0.67,0.33,538,285,0.84,0.69,15,17,1,1,0,0,0,3,8,2,1
9,11,5,4,0.31,0.69,247,534,0.61,0.82,15,14,3,1,0,0,2,0,4,10,1
12,8,4,5,0.48,0.52,386,399,0.8,0.82,19,17,4,2,0,0,3,1,5,5,2
17,16,7,9,0.51,0.49,496,485,0.85,0.83,6,10,4,4,0,0,1,0,1,8,1
2,12,0,4,0.34,0.66,341,658,0.79,0.9,16,15,2,2,1,0,3,0,1,1,1
11,7,3,2,0.52,0.48,389,365,0.82,0.81,21,14,3,1,0,1,0,4,5,3,1
11,12,3,2,0.57,0.43,501,364,0.89,0.83,14,15,3,4,0,0,2,1,3,11,1
14,11,5,5,0.45,0.55,484,607,0.86,0.86,9,14,0,1,0,0,0,1,10,4,1
7,26,2,10,0.39,0.61,344,509,0.78,0.88,15,14,1,3,0,0,0,0,2,12,2
12,13,6,2,0.39,0.61,320,508,0.81,0.86,10,9,1,1,0,0,2,2,8,5,0
21,9,4,3,0.57,0.43,453,354,0.82,0.71,15,19,3,1,0,0,2,1,4,3,2
9,8,5,2,0.59,0.41,540,378,0.86,0.81,9,15,2,1,0,1,1,1,8,4,2
18,9,8,4,0.46,0.54,413,472,0.86,0.86,13,15,1,2,0,0,2,4,5,4,2
9,13,4,4,0.49,0.51,442,445,0.77,0.81,16,14,5,1,0,0,1,3,2,9,1
18,9,9,2,0.66,0.34,516,276,0.83,0.74,21,11,0,5,1,0,2,1,7,3,2
19,12,8,4,0.52,0.48,571,533,0.91,0.91,11,10,2,1,0,0,0,0,7,2,2
9,22,4,11,0.38,0.62,289,437,0.68,0.77,15,8,6,3,0,0,1,1,3,11,0
18,11,6,6,0.53,0.47,482,435,0.88,0.84,14,14,2,4,1,0,4,2,8,2,1
10,15,4,3,0.48,0.52,312,320,0.76,0.72,22,14,3,1,0,2,3,0,3,7,1
15,12,8,1,0.46,0.54,406,463,0.83,0.87,12,11,0,2,0,0,0,2,3,7,1
6,12,0,2,0.48,0.52,349,379,0.74,0.7,24,20,5,2,0,0,3,1,1,3,1
15,19,8,7,0.44,0.56,334,400,0.77,0.81,22,14,5,2,0,0,1,0,5,7,2
7,13,3,3,0.42,0.58,351,461,0.77,0.86,19,20,3,2,0,0,0,1,4,4,1
3,23,0,6,0.61,0.39,570,347,0.87,0.78,5,11,1,1,0,0,0,5,0,18,0
25,15,11,9,0.61,0.39,659,435,0.88,0.83,6,14,0,1,0,0,0,1,10,0,2
22,12,10,4,0.64,0.36,628,365,0.88,0.84,10,10,0,1,0,0,1,0,15,4,1
12,13,2,3,0.49,0.51,429,439,0.84,0.88,19,12,4,1,0,0,2,1,3,6,1
11,9,3,1,0.54,0.46,383,336,0.81,0.77,16,11,1,1,0,0,5,0,5,7,0
7,33,2,6,0.28,0.72,206,523,0.57,0.86,16,14,3,1,0,0,1,3,3,11,0
17,14,7,5,0.46,0.54,383,442,0.76,0.82,23,14,1,3,0,0,2,2,11,1,2
13,9,5,3,0.59,0.41,487,351,0.85,0.8,14,9,2,2,0,0,0,3,4,1,2
15,9,3,3,0.49,0.51,396,419,0.83,0.84,12,15,2,4,0,0,2,1,4,3,1
12,18,6,5,0.42,0.58,346,468,0.74,0.82,15,13,4,1,0,0,0,0,2,9,2
8,14,2,3,0.36,0.64,303,527,0.71,0.84,19,12,4,0,0,0,0,3,3,8,1
14,12,3,1,0.57,0.43,459,346,0.83,0.78,11,16,1,4,0,0,4,1,5,5,2
23,12,9,5,0.55,0.45,399,322,0.79,0.75,9,20,2,1,0,0,1,4,11,6,1
11,8,5,2,0.28,0.72,231,572,0.77,0.87,16,10,4,0,1,0,1,1,4,8,1
14,11,4,7,0.64,0.36,558,318,0.82,0.72,14,11,1,3,0,0,1,2,10,4,1
14,19,3,8,0.54,0.46,461,402,0.78,0.75,17,18,3,2,0,0,2,1,3,8,0
19,3,3,1,0.58,0.42,509,377,0.86,0.8,17,9,1,0,0,1,0,1,5,1,1
21,3,7,2,0.73,0.27,594,232,0.88,0.72,16,6,1,1,0,2,1,3,6,1,1
13,3,4,3,0.73,0.27,543,212,0.83,0.6,21,24,2,4,0,0,4,0,10,0,2
11,17,4,11,0.3,0.7,295,694,0.82,0.91,13,13,1,0,0,0,0,0,2,5,1
19,13,7,3,0.53,0.47,467,418,0.83,0.8,15,12,2,2,1,2,1,2,5,1,0
11,11,4,8,0.48,0.52,538,585,0.89,0.89,9,18,1,1,0,0,0,0,2,6,1
11,20,3,9,0.34,0.66,321,607,0.79,0.89,8,11,0,3,0,0,1,0,7,11,1
8,17,1,8,0.38,0.62,334,531,0.73,0.84,27,20,4,3,0,0,3,2,2,9,0
10,15,7,2,0.55,0.45,455,382,0.81,0.78,16,23,3,5,0,0,2,4,5,2,1
9,12,2,5,0.37,0.63,338,572,0.76,0.87,12,13,2,0,0,1,2,1,4,10,1
12,18,5,6,0.46,0.54,403,455,0.82,0.85,17,28,2,3,0,0,1,0,3,3,0
15,12,4,5,0.53,0.47,531,481,0.87,0.85,9,17,4,1,0,0,1,0,6,2,1
8,25,1,6,0.38,0.62,315,515,0.73,0.85,12,13,2,0,0,0,1,0,8,5,1
14,6,4,2,0.56,0.44,481,393,0.82,0.76,16,16,1,2,0,0,4,1,7,5,2
16,6,3,2,0.45,0.55,410,502,0.85,0.84,15,12,3,2,0,0,1,1,5,1,1
8,11,2,1,0.33,0.67,252,505,0.66,0.83,20,19,0,3,0,0,0,2,0,9,1
16,14,5,3,0.45,0.55,338,404,0.78,0.8,22,18,2,3,0,0,2,1,7,5,2
12,14,2,4,0.45,0.55,336,397,0.75,0.79,15,19,2,3,0,0,2,1,7,9,2
8,16,4,2,0.58,0.42,423,285,0.81,0.73,17,15,2,4,1,0,1,1,2,8,2
7,19,2,8,0.38,0.62,300,478,0.8,0.89,14,15,2,3,0,0,0,0,3,9,1
18,13,4,2,0.65,0.35,609,338,0.88,0.81,12,12,3,2,0,0,3,0,10,5,0
14,13,4,5,0.46,0.54,413,491,0.83,0.83,9,14,2,3,0,0,1,1,4,4,2
16,12,5,2,0.53,0.47,470,440,0.81,0.82,18,14,5,3,0,0,0,1,3,3,0
5,24,1,5,0.36,0.64,298,520,0.65,0.82,16,20,1,0,0,0,3,2,1,8,2
11,19,5,7,0.33,0.67,254,506,0.72,0.88,20,12,4,3,0,0,1,2,2,17,0
11,12,5,5,0.46,0.54,410,481,0.79,0.86,20,20,4,1,0,0,3,3,5,2,2
23,9,5,3,0.58,0.42,411,314,0.85,0.72,7,12,1,0,0,0,2,1,15,9,2
17,15,1,6,0.71,0.29,593,242,0.88,0.72,11,10,3,3,0,0,1,1,8,4,1
18,12,4,7,0.57,0.43,446,348,0.83,0.76,18,29,2,4,0,0,1,2,5,5,1
14,14,4,2,0.3,0.7,259,593,0.71,0.88,16,9,2,2,0,0,0,4,3,11,1
16,10,5,5,0.47,0.53,397,446,0.83,0.84,17,18,2,4,0,0,1,4,6,2,1
10,11,5,4,0.31,0.69,293,641,0.76,0.9,19,11,3,0,0,0,1,1,4,4,1
8,14,2,6,0.6,0.4,565,378,0.86,0.82,15,10,1,2,0,0,2,3,5,3,0
17,9,8,0,0.51,0.49,459,460,0.77,0.8,17,18,4,3,0,0,3,0,2,5,0
13,15,3,6,0.43,0.57,364,474,0.84,0.88,13,16,2,1,1,0,0,3,3,2,1
12,16,4,2,0.44,0.56,419,505,0.78,0.83,11,18,1,1,0,0,1,0,6,7,0
5,19,2,6,0.33,0.67,318,630,0.72,0.89,9,10,3,0,0,0,1,0,2,9,1
8,14,2,3,0.51,0.49,376,365,0.78,0.77,21,17,3,2,0,0,1,2,2,4,1
17,13,6,3,0.51,0.49,447,434,0.84,0.82,15,11,1,0,0,0,0,1,7,4,1
6,18,0,7,0.51,0.49,422,413,0.82,0.8,13,22,2,2,0,0,0,2,2,7,1
11,13,3,1,0.54,0.46,492,420,0.81,0.81,18,16,3,2,0,0,2,8,3,9,0
7,16,2,5,0.41,0.59,301,406,0.78,0.8,19,14,3,2,1,0,1,1,3,10,1
13,25,5,6,0.43,0.57,368,449,0.76,0.82,16,16,3,1,0,0,3,2,0,11,1
3,17,2,3,0.45,0.55,467,568,0.85,0.88,10,9,1,0,0,0,0,2,1,2,1
14,22,6,4,0.57,0.43,526,394,0.85,0.78,8,17,1,4,0,1,2,0,4,4,2
18,22,6,8,0.39,0.61,331,484,0.78,0.83,13,12,1,1,0,0,0,0,7,9,0
10,21,5,7,0.42,0.58,358,498,0.82,0.84,18,13,3,2,0,1,2,0,1,7,0
18,13,6,6,0.63,0.37,554,337,0.9,0.81,13,15,3,2,0,0,1,0,10,6,2
11,6,4,3,0.7,0.3,462,203,0.87,0.69,16,8,3,1,0,0,2,2,12,4,2
8,11,2,2,0.6,0.4,558,363,0.84,0.8,16,18,2,2,0,0,1,3,2,4,1
7,30,2,8,0.28,0.72,222,547,0.59,0.86,14,15,3,1,1,0,0,5,4,12,1
16,10,8,3,0.36,0.64,275,485,0.74,0.83,15,11,1,0,0,0,1,2,3,7,1
17,20,5,4,0.56,0.44,411,305,0.84,0.76,16,10,4,2,0,2,0,2,5,5,0
11,16,3,4,0.32,0.68,228,493,0.69,0.84,11,15,4,3,0,0,2,3,7,5,1
26,17,10,6,0.71,0.29,675,273,0.89,0.75,16,7,3,1,0,1,2,0,8,6,2
10,13,5,4,0.4,0.6,341,504,0.8,0.88,13,17,4,1,0,1,1,0,1,8,1
14,13,5,4,0.45,0.55,394,463,0.75,0.85,18,15,1,3,0,0,0,0,4,4,2
19,9,7,3,0.71,0.29,605,250,0.88,0.73,14,12,3,1,0,0,2,0,12,3,2
6,22,1,7,0.22,0.78,206,682,0.62,0.89,11,23,1,4,1,0,1,2,0,12,1
11,9,1,4,0.7,0.3,504,224,0.83,0.68,14,24,4,3,0,0,1,1,7,3,1
10,16,4,7,0.53,0.47,408,364,0.86,0.81,13,23,5,3,0,0,1,0,7,10,1
21,12,8,4,0.51,0.49,314,311,0.82,0.81,14,23,5,2,0,0,2,1,9,6,0
14,8,6,2,0.53,0.47,432,407,0.79,0.8,23,11,1,2,0,0,0,4,2,1,0
12,13,4,6,0.48,0.52,384,405,0.77,0.77,14,11,2,3,0,0,4,1,6,17,2
17,8,5,3,0.43,0.57,389,511,0.88,0.87,18,16,2,1,0,1,2,2,4,3,1
14,19,5,3,0.36,0.64,285,502,0.72,0.82,20,12,3,1,0,0,0,5,4,3,0
17,8,4,3,0.64,0.36,544,321,0.84,0.75,11,14,3,3,0,0,3,0,11,3,0
17,13,6,5,0.44,0.56,388,470,0.79,0.78,11,16,5,1,0,0,2,1,4,6,2
26,13,8,5,0.68,0.32,563,258,0.86,0.7,11,14,1,4,0,0,0,0,5,5,0
9,21,2,10,0.47,0.53,441,497,0.86,0.86,9,13,2,3,0,0,0,1,7,5,1
9,16,3,6,0.39,0.61,353,543,0.79,0.85,11,9,0,0,0,0,4,3,6,6,1
16,11,4,6,0.63,0.37,463,266,0.82,0.65,17,18,2,3,0,0,2,0,5,6,2
7,18,4,7,0.36,0.64,351,605,0.82,0.9,13,20,2,1,0,0,5,1,2,6,1
14,19,4,8,0.69,0.31,581,267,0.87,0.75,14,12,0,0,0,0,0,1,3,6,1
10,20,3,1,0.29,0.71,207,475,0.62,0.81,10,15,3,3,0,0,0,2,2,18,2
11,11,3,6,0.51,0.49,431,448,0.83,0.81,20,10,4,1,1,0,0,0,3,4,2
9,16,4,1,0.57,0.43,496,363,0.83,0.8,13,9,2,2,0,0,0,0,4,10,2
21,10,4,5,0.72,0.28,686,275,0.87,0.78,8,12,1,1,0,0,2,1,10,4,1
12,10,2,5,0.56,0.44,469,371,0.85,0.81,10,17,2,6,0,0,2,1,3,5,1
19,3,5,1,0.62,0.38,450,290,0.84,0.7,17,26,5,3,0,0,3,1,4,0,1
12,18,6,4,0.63,0.37,386,227,0.8,0.7,15,18,3,5,1,0,0,4,9,3,0
14,10,4,3,0.55,0.45,484,405,0.81,0.78,14,22,3,2,0,0,1,0,3,5,0
6,20,3,4,0.43,0.57,328,406,0.69,0.8,15,15,3,1,0,0,1,1,4,12,2
18,16,6,6,0.59,0.41,433,290,0.85,0.78,18,19,3,2,0,1,1,2,7,7,0
13,9,5,2,0.44,0.56,395,493,0.86,0.88,19,14,2,2,0,0,2,2,5,7,1
20,12,4,1,0.67,0.33,610,308,0.87,0.76,7,12,2,3,0,0,2,1,8,3,0
12,27,6,8,0.62,0.38,528,313,0.89,0.85,11,19,2,2,0,0,2,0,2,6,2
7,16,4,5,0.31,0.69,293,636,0.72,0.88,10,12,1,0,0,0,2,1,2,8,1
21,5,9,0,0.59,0.41,518,359,0.87,0.81,16,16,2,2,0,1,1,0,5,3,1
13,23,6,12,0.37,0.63,278,480,0.7,0.83,8,16,0,1,0,0,0,1,8,9,1
13,17,3,5,0.36,0.64,270,489,0.77,0.89,11,16,0,2,0,1,3,4,5,3,0
23,12,6,4,0.48,0.52,354,401,0.8,0.81,19,19,1,3,0,0,0,0,4,3,1
15,15,8,6,0.41,0.59,388,559,0.85,0.88,9,18,3,2,0,0,1,1,6,2,1
26,7,11,3,0.53,0.47,380,350,0.8,0.77,15,16,0,2,0,0,4,1,10,8,1
9,13,3,4,0.53,0.47,412,359,0.78,0.76,11,19,2,4,1,1,2,0,6,8,2
20,8,6,3,0.55,0.45,374,309,0.78,0.72,27,17,4,7,0,1,1,1,6,3,2
7,23,2,7,0.33,0.67,247,483,0.68,0.84,16,20,3,1,0,0,1,3,4,6,0
16,9,3,4,0.6,0.4,593,413,0.87,0.8,11,8,2,2,0,0,1,3,4,6,1
21,5,4,4,0.57,0.43,612,475,0.89,0.86,6,16,2,1,0,0,0,1,2,2,2
18,6,3,2,0.71,0.29,497,207,0.86,0.57,14,16,2,4,0,1,0,0,10,1,2
19,9,3,3,0.65,0.35,646,354,0.92,0.86,15,16,3,2,0,0,0,1,11,3,1
9,17,2,11,0.43,0.57,344,444,0.78,0.82,19,16,4,2,0,0,2,3,5,4,2
7,21,2,7,0.54,0.46,394,323,0.79,0.78,18,12,1,2,0,0,0,3,2,9,0
14,15,5,5,0.61,0.39,621,408,0.86,0.81,9,16,2,3,0,0,0,1,3,4,1
17,16,0,2,0.41,0.59,302,426,0.76,0.79,12,9,1,1,0,0,0,1,8,4,0
9,21,2,8,0.33,0.67,278,526,0.68,0.85,11,10,0,1,0,0,0,3,2,11,1
7,17,2,2,0.52,0.48,477,425,0.87,0.89,13,10,2,2,0,0,0,0,2,5,2
9,15,2,3,0.36,0.64,283,483,0.74,0.84,13,17,4,4,0,0,0,0,3,8,1
20,8,5,6,0.59,0.41,472,337,0.86,0.82,17,18,1,2,1,0,4,0,5,3,2
17,17,4,5,0.37,0.63,295,502,0.78,0.85,19,16,4,2,0,1,1,1,4,4,1
9,11,6,4,0.32,0.68,245,513,0.71,0.84,25,23,5,6,0,0,1,0,4,5,0
16,15,3,4,0.41,0.59,320,463,0.77,0.81,14,25,0,3,0,0,0,4,3,4,0
15,13,4,5,0.54,0.46,504,423,0.82,0.82,15,15,2,3,0,0,0,3,1,2,0
22,9,6,5,0.69,0.31,559,270,0.84,0.68,9,15,1,2,0,1,3,0,10,0,2
15,22,5,5,0.45,0.55,404,481,0.84,0.87,17,16,2,0,0,0,1,0,2,4,0
15,12,6,5,0.6,0.4,508,325,0.85,0.8,15,13,1,2,0,0,2,0,5,6,1
14,13,3,2,0.49,0.51,411,421,0.77,0.75,9,19,0,2,0,0,2,0,5,3,0
15,8,6,2,0.64,0.36,516,294,0.88,0.81,10,20,0,1,0,0,0,1,4,3,1
9,21,3,6,0.47,0.53,360,384,0.78,0.78,22,16,2,2,0,0,3,1,3,16,0
16,10,3,4,0.73,0.27,573,223,0.86,0.65,14,20,3,2,0,0,0,0,17,2,0
9,25,2,11,0.43,0.57,356,456,0.78,0.83,19,16,2,2,0,0,1,4,4,10,1
17,7,6,3,0.39,0.61,376,609,0.78,0.85,14,14,2,3,0,0,1,1,4,4,2
13,10,5,3,0.47,0.53,367,415,0.82,0.78,14,23,2,2,0,0,2,0,4,5,1
8,25,5,5,0.28,0.72,239,597,0.64,0.88,11,19,4,2,0,0,2,2,2,8,1
23,6,6,3,0.61,0.39,539,366,0.86,0.79,16,12,4,2,0,0,0,3,9,3,0
15,13,2,2,0.42,0.58,360,490,0.75,0.83,15,11,1,0,1,1,0,0,4,4,2
6,18,2,6,0.51,0.49,479,434,0.83,0.82,16,12,1,3,0,0,0,0,5,13,0
18,19,4,7,0.39,0.61,372,604,0.84,0.91,15,14,2,2,0,0,1,2,5,3,2
13,24,7,9,0.31,0.69,259,562,0.61,0.83,24,22,4,2,0,0,2,3,3,11,2
25,9,3,2,0.59,0.41,396,290,0.85,0.74,12,18,2,3,0,0,0,0,5,2,2
10,16,3,4,0.42,0.58,346,463,0.77,0.82,20,12,1,1,0,0,2,0,4,10,0
32,9,9,1,0.65,0.35,503,277,0.86,0.75,15,13,0,1,0,0,2,3,7,3,1
27,5,7,1,0.66,0.34,553,287,0.9,0.78,13,10,2,1,0,1,0,1,13,3,1
10,13,3,4,0.55,0.45,551,468,0.88,0.86,20,15,4,3,0,0,2,0,6,2,1
14,11,4,3,0.63,0.37,419,246,0.85,0.76,17,16,6,2,2,0,3,1,8,5,1
10,15,5,6,0.44,0.56,376,486,0.82,0.85,16,29,2,4,0,0,0,2,5,5,1
5,21,3,9,0.27,0.73,215,525,0.6,0.84,16,9,4,0,0,0,2,1,1,9,2
8,17,1,7,0.44,0.56,374,475,0.8,0.84,8,14,2,3,0,0,3,1,5,9,2
16,10,8,3,0.52,0.48,382,373,0.8,0.77,17,16,7,1,0,1,1,2,6,4,0
14,9,5,8,0.44,0.56,420,545,0.86,0.87,18,21,1,2,0,0,4,1,3,6,2
5,7,1,2,0.43,0.57,377,488,0.78,0.84,26,20,4,5,0,0,0,0,3,4,0
11,19,6,4,0.42,0.58,334,421,0.79,0.83,15,11,4,1,0,0,1,2,6,14,2
17,13,8,4,0.48,0.52,372,414,0.82,0.83,12,9,3,3,1,0,0,4,8,6,2
13,14,4,9,0.59,0.41,394,273,0.81,0.73,8,15,1,3,0,0,3,2,5,7,1
11,4,5,0,0.68,0.32,499,243,0.88,0.78,18,19,3,4,0,0,2,0,3,2,1
13,10,4,1,0.42,0.58,375,521,0.8,0.84,15,16,0,0,0,0,0,1,1,5,1
14,6,1,1,0.59,0.41,400,295,0.8,0.71,19,16,3,3,0,0,0,1,17,2,1
9,9,3,3,0.51,0.49,366,364,0.79,0.83,16,9,2,3,0,1,3,5,6,3,1
27,13,8,6,0.48,0.52,419,446,0.81,0.83,11,10,1,3,0,0,2,1,11,8,1
9,19,2,3,0.36,0.64,261,479,0.74,0.86,15,14,2,4,1,0,2,0,9,6,2
10,19,3,6,0.44,0.56,369,468,0.84,0.87,13,21,1,1,1,0,1,1,5,2,1
