chutes_1,chutes_2,chutes_no_alvo_1,chutes_no_alvo_2,posse_de_bola_1,posse_de_bola_2,passes_1,passes_2,precisao_passes_1,precisao_passes_2,faltas_1,faltas_2,cartao_amarelo_1,cartao_amarelo_2,cartao_vermelho_1,cartao_vermelho_2,impedimentos_1,impedimentos_2,escanteios_1,escanteios_2,resultado
13,13,4,3,0.41,0.59,411,560,0.87,0.87,9,16,0,1,1,1,1,0,1,6,0
19,11,8,3,0.42,0.58,368,515,0.79,0.83,20,19,3,4,0,0,3,1,8,2,1
14,13,7,2,0.63,0.37,580,342,0.86,0.79,11,21,0,3,0,1,1,1,5,6,1
10,10,6,3,0.44,0.56,382,475,0.85,0.87,21,13,5,1,0,0,1,1,1,3,1
10,15,4,4,0.54,0.46,510,436,0.89,0.86,11,21,2,2,1,1,2,1,6,2,0
21,8,13,3,0.68,0.32,608,283,0.88,0.71,18,13,0,1,0,0,0,2,8,3,1
10,16,3,3,0.4,0.6,360,538,0.76,0.83,14,21,3,1,0,0,2,0,5,3,2
15,14,2,2,0.51,0.49,394,382,0.84,0.78,12,19,0,2,0,0,0,2,3,6,0
10,20,4,7,0.35,0.65,272,470,0.71,0.83,16,11,1,4,0,0,1,2,3,18,1
24,13,6,4,0.42,0.58,349,493,0.88,0.89,17,24,1,2,0,1,1,1,6,4,2
9,8,3,5,0.57,0.43,505,384,0.86,0.81,11,11,0,1,0,0,1,2,4,3,2
15,18,6,6,0.55,0.45,392,309,0.8,0.79,8,21,1,1,0,0,2,1,4,7,1
24,9,7,2,0.52,0.48,378,363,0.83,0.84,18,16,2,3,0,0,1,0,7,2,0
11,8,4,4,0.43,0.57,308,417,0.75,0.84,15,9,1,2,0,0,3,4,3,2,1
21,5,8,1,0.51,0.49,391,386,0.82,0.81,12,15,2,3,0,0,4,0,3,5,1
11,9,5,3,0.6,0.4,487,324,0.82,0.77,18,15,3,3,0,0,0,3,4,2,1
2,11,0,4,0.42,0.58,382,504,0.74,0.81,11,21,3,4,0,0,3,2,2,6,2
13,11,5,3,0.57,0.43,549,414,0.89,0.86,10,14,2,3,0,1,1,1,4,4,2
10,17,4,2,0.37,0.63,321,525,0.71,0.8,24,12,2,3,0,0,3,2,2,9,2
18,10,6,4,0.46,0.54,377,444,0.8,0.81,19,10,1,0,0,0,2,4,2,4,0
15,10,4,4,0.53,0.47,496,447,0.8,0.8,24,16,2,3,0,0,2,1,6,3,1
13,19,3,4,0.21,0.79,196,728,0.72,0.92,18,16,3,3,0,0,1,1,3,3,1
9,23,3,8,0.45,0.55,472,558,0.82,0.88,8,13,1,3,0,0,1,1,3,12,0
8,25,5,13,0.44,0.56,426,515,0.74,0.81,11,19,1,0,0,0,1,3,4,8,1
12,15,5,3,0.45,0.55,420,486,0.8,0.85,16,18,0,5,0,0,1,5,3,8,1
13,9,7,3,0.34,0.66,284,555,0.72,0.88,15,19,1,1,0,1,2,1,11,5,1
11,14,5,8,0.42,0.58,421,571,0.8,0.87,17,7,3,1,0,0,1,0,1,7,0
10,9,1,1,0.52,0.48,430,400,0.82,0.82,20,31,3,3,0,0,3,0,3,3,0
12,13,3,3,0.48,0.52,443,474,0.85,0.87,18,16,2,1,0,0,3,4,7,5,1
6,25,1,7,0.41,0.59,379,515,0.79,0.83,14,28,3,2,0,0,2,2,4,9,1
13,9,1,6,0.54,0.46,416,371,0.84,0.81,17,29,3,2,1,0,4,1,8,5,1
9,18,2,7,0.35,0.65,286,541,0.74,0.88,25,16,4,3,1,0,3,1,5,5,2
24,5,8,2,0.47,0.53,491,571,0.86,0.88,16,14,2,3,0,0,0,0,7,5,0
12,11,3,5,0.65,0.35,668,369,0.86,0.75,11,16,1,3,0,0,0,0,6,2,0
13,11,1,6,0.39,0.61,309,475,0.77,0.82,16,14,4,2,0,0,0,2,0,4,1
16,10,3,4,0.58,0.42,505,381,0.82,0.76,16,16,1,1,0,0,1,2,7,3,1
8,11,3,5,0.4,0.6,379,559,0.82,0.86,16,15,2,5,0,0,1,1,3,4,1
10,9,5,3,0.43,0.57,339,433,0.76,0.78,13,24,2,2,0,0,1,1,1,4,1
11,15,4,4,0.31,0.69,237,509,0.68,0.82,13,15,0,2,1,0,0,2,4,9,0
12,15,1,6,0.59,0.41,561,392,0.9,0.87,9,8,2,1,0,0,2,1,4,7,0
12,11,2,6,0.68,0.32,587,290,0.88,0.77,22,9,1,1,0,0,0,0,6,2,1
10,8,2,2,0.39,0.61,390,596,0.8,0.87,20,17,3,3,0,0,3,1,2,1,0
9,13,4,3,0.48,0.52,406,438,0.81,0.82,14,19,5,5,0,0,0,2,4,6,1
10,6,3,0,0.44,0.56,362,459,0.78,0.8,20,23,0,5,0,0,3,0,8,5,2
7,11,1,5,0.42,0.58,337,452,0.72,0.84,17,19,3,3,0,1,2,1,3,4,1
13,13,3,4,0.52,0.48,410,379,0.79,0.82,15,16,2,4,0,0,2,3,6,2,2
9,23,4,13,0.36,0.64,352,591,0.82,0.91,7,15,1,2,1,0,3,0,0,10,1
10,31,5,9,0.26,0.74,210,609,0.63,0.87,9,10,2,0,0,0,1,2,7,16,1
16,11,5,5,0.59,0.41,513,354,0.85,0.76,17,23,2,5,0,0,1,1,5,4,2
22,5,2,4,0.58,0.42,484,375,0.86,0.81,18,14,3,3,0,0,1,2,13,2,2
8,25,5,5,0.32,0.68,304,634,0.68,0.9,16,14,2,2,0,0,1,4,6,5,0
9,14,2,5,0.34,0.66,326,610,0.73,0.87,12,21,3,4,0,0,2,1,2,7,2
11,6,1,3,0.67,0.33,620,306,0.81,0.62,21,20,2,1,0,0,1,3,5,2,1
6,16,2,4,0.33,0.67,275,541,0.67,0.82,26,19,5,2,0,0,5,2,3,11,1
7,15,1,5,0.33,0.67,314,637,0.78,0.88,17,15,3,3,0,0,2,0,4,5,0
14,10,4,3,0.54,0.46,474,414,0.82,0.8,17,23,2,5,0,0,0,1,4,6,0
7,15,4,2,0.54,0.46,397,319,0.75,0.82,18,17,0,2,0,1,2,1,3,10,2
17,8,5,1,0.48,0.52,369,383,0.79,0.76,21,15,5,2,0,1,4,0,5,6,1
11,10,4,2,0.45,0.55,425,516,0.84,0.86,25,21,3,2,0,0,0,1,3,0,2
11,16,4,7,0.38,0.62,339,538,0.77,0.84,21,7,1,2,0,0,1,1,6,11,1
10,21,3,7,0.4,0.6,405,584,0.81,0.85,12,14,2,0,0,0,5,0,1,5,0
5,15,3,5,0.43,0.57,464,605,0.8,0.87,16,13,1,2,0,0,1,3,1,4,1
7,7,2,4,0.47,0.53,471,542,0.85,0.87,14,24,3,1,0,0,2,2,5,3,2
12,9,3,4,0.46,0.54,452,527,0.85,0.84,19,16,4,1,0,1,1,1,2,4,1
11,9,5,1,0.51,0.49,456,429,0.82,0.82,16,15,2,2,0,0,4,1,2,8,0
13,5,6,2,0.59,0.41,571,395,0.87,0.83,22,10,2,2,0,1,0,1,3,4,1
7,14,5,5,0.46,0.54,388,442,0.8,0.85,22,16,0,3,0,0,1,2,4,7,1
10,22,6,6,0.47,0.53,399,429,0.8,0.85,26,14,7,6,0,0,1,5,2,9,2
6,13,2,3,0.41,0.59,387,562,0.79,0.85,19,14,4,1,0,0,1,0,2,5,1
13,14,5,4,0.45,0.55,308,361,0.73,0.79,11,16,2,1,0,1,2,1,4,4,2
5,9,0,4,0.73,0.27,620,231,0.85,0.7,18,22,2,2,0,0,2,4,6,2,1
15,11,3,4,0.57,0.43,468,368,0.84,0.78,16,14,1,2,0,1,1,0,9,2,0
11,11,3,4,0.46,0.54,446,511,0.84,0.87,16,12,1,3,0,0,1,0,3,6,2
17,7,6,3,0.55,0.45,519,433,0.84,0.8,23,21,1,1,0,0,1,0,6,6,0
20,14,9,6,0.59,0.41,647,459,0.86,0.83,17,8,2,1,0,0,2,2,6,5,2
11,18,5,3,0.58,0.42,503,354,0.83,0.77,15,12,2,2,0,0,1,0,2,8,0
11,8,1,2,0.48,0.52,372,403,0.73,0.75,21,23,3,5,0,0,1,0,5,4,0
13,9,5,3,0.63,0.37,423,267,0.85,0.76,17,21,2,3,0,0,2,1,9,2,0
5,29,3,7,0.27,0.73,277,680,0.6,0.86,11,10,5,1,0,0,1,1,1,11,2
14,13,8,4,0.52,0.48,496,468,0.82,0.78,18,11,0,0,0,0,3,1,5,3,1
16,7,8,4,0.61,0.39,425,269,0.83,0.75,21,16,2,4,2,2,0,3,7,5,2
4,18,2,8,0.38,0.62,329,517,0.8,0.88,21,12,1,1,0,0,4,3,3,11,1
13,15,3,6,0.39,0.61,339,545,0.81,0.87,10,18,1,3,0,0,2,1,6,12,0
20,14,4,4,0.38,0.62,350,581,0.78,0.85,23,12,1,3,1,0,1,2,5,3,2
9,9,4,5,0.38,0.62,326,528,0.69,0.84,12,11,3,2,0,0,2,1,5,8,0
10,15,4,3,0.49,0.51,451,463,0.8,0.8,13,21,0,3,0,0,2,0,2,3,1
8,14,2,4,0.32,0.68,293,603,0.75,0.86,7,16,1,1,0,0,2,1,3,2,1
6,8,2,2,0.51,0.49,471,459,0.83,0.85,13,16,2,1,1,0,1,0,3,3,0
17,10,6,4,0.53,0.47,486,453,0.83,0.84,18,17,1,0,0,0,1,0,9,4,1
13,21,3,2,0.47,0.53,440,476,0.8,0.85,14,19,1,3,0,0,0,2,4,4,2
17,11,3,5,0.62,0.38,509,310,0.89,0.81,19,10,1,0,0,0,3,2,7,3,0
4,12,1,4,0.47,0.53,383,410,0.82,0.87,14,27,1,5,0,0,2,0,1,6,1
18,13,6,3,0.55,0.45,459,396,0.86,0.82,27,13,4,2,1,1,0,2,9,2,0
14,10,5,2,0.6,0.4,491,341,0.85,0.74,18,18,4,2,0,0,5,2,5,1,0
13,17,6,3,0.53,0.47,508,445,0.87,0.83,16,15,1,1,0,0,2,1,6,7,2
16,8,4,4,0.59,0.41,424,300,0.79,0.76,15,11,2,1,1,0,1,4,5,4,1
21,10,8,4,0.45,0.55,437,517,0.88,0.9,16,13,2,2,0,2,2,1,6,5,2
17,6,9,1,0.62,0.38,517,317,0.81,0.68,15,16,0,2,0,0,1,1,10,3,1
17,18,6,6,0.51,0.49,474,479,0.9,0.87,12,9,1,2,1,1,1,2,8,4,2
13,9,7,5,0.45,0.55,380,471,0.81,0.83,23,15,1,2,0,1,1,0,4,1,2
5,10,1,2,0.57,0.43,463,349,0.85,0.86,12,21,0,4,1,0,3,3,6,9,1
10,12,5,6,0.55,0.45,412,338,0.81,0.81,18,20,3,2,0,0,1,3,5,2,0
15,9,3,3,0.48,0.52,352,378,0.82,0.84,14,15,2,4,1,0,0,2,5,8,1
3,14,2,3,0.43,0.57,424,532,0.87,0.89,13,11,2,1,1,1,0,2,2,6,0
12,14,4,7,0.36,0.64,306,556,0.75,0.85,18,13,1,1,0,0,0,5,3,8,1
9,12,2,4,0.53,0.47,429,380,0.79,0.79,16,20,2,2,1,0,5,1,5,5,2
8,11,3,2,0.37,0.63,342,570,0.73,0.84,8,6,1,0,0,0,2,2,5,8,1
6,15,1,4,0.21,0.79,170,572,0.62,0.9,10,14,4,3,1,0,1,5,0,12,1
9,20,4,7,0.36,0.64,327,567,0.76,0.87,12,15,3,1,1,1,1,3,2,6,0
25,14,9,6,0.49,0.51,426,443,0.83,0.81,18,8,2,2,0,0,0,2,5,4,2
25,11,7,5,0.67,0.33,533,277,0.88,0.72,13,15,2,3,0,0,5,1,11,4,1
11,12,1,3,0.58,0.42,420,318,0.84,0.76,20,9,3,1,0,0,2,2,7,3,1
18,13,9,6,0.42,0.58,308,417,0.76,0.82,24,11,4,3,0,0,2,1,5,9,1
15,14,9,8,0.44,0.56,359,468,0.76,0.84,16,14,2,0,0,0,1,4,6,4,2
13,9,3,2,0.64,0.36,590,336,0.85,0.76,21,21,2,3,0,0,0,2,6,3,0
11,11,2,3,0.55,0.45,497,415,0.86,0.86,14,15,1,2,0,0,3,0,6,6,1
21,7,6,1,0.56,0.44,416,321,0.83,0.76,13,15,2,4,0,0,1,0,10,8,0
8,18,3,4,0.26,0.74,251,700,0.69,0.87,10,9,0,1,0,0,3,3,5,8,1
9,16,2,2,0.47,0.53,451,486,0.82,0.86,11,15,3,4,0,0,1,2,3,8,1
13,14,3,4,0.56,0.44,528,410,0.84,0.81,20,11,4,1,0,0,2,4,1,6,1
19,4,6,1,0.58,0.42,536,401,0.82,0.75,16,16,0,2,0,1,0,3,4,1,0
20,9,6,4,0.54,0.46,478,408,0.83,0.8,20,11,1,1,0,0,0,0,9,4,1
11,12,1,3,0.58,0.42,511,363,0.89,0.83,9,16,2,1,0,0,4,1,2,5,0
17,10,7,4,0.6,0.4,493,335,0.87,0.81,14,16,4,2,0,0,1,0,5,4,0
10,16,2,5,0.54,0.46,406,359,0.84,0.81,16,12,2,3,0,0,2,0,7,5,0
10,19,7,5,0.4,0.6,286,411,0.71,0.79,14,13,4,3,0,0,3,9,7,11,0
15,12,6,3,0.55,0.45,416,369,0.86,0.85,12,20,1,1,0,0,1,1,9,5,0
15,10,7,1,0.43,0.57,409,532,0.84,0.86,16,19,1,1,0,1,0,3,5,4,1
12,18,4,6,0.54,0.46,461,397,0.83,0.81,18,12,2,0,0,0,4,2,4,7,0
12,15,4,2,0.38,0.62,322,502,0.74,0.86,14,18,3,2,0,1,1,0,5,8,2
14,8,5,2,0.46,0.54,388,453,0.77,0.79,15,16,0,1,1,1,1,1,5,5,0
10,28,5,11,0.36,0.64,319,560,0.74,0.85,20,10,4,1,0,0,0,1,4,9,1
10,12,2,4,0.4,0.6,377,555,0.8,0.86,18,13,1,2,0,0,1,1,3,8,0
17,8,7,5,0.52,0.48,385,365,0.8,0.78,20,21,0,1,0,0,0,2,7,4,0
3,19,1,5,0.25,0.75,234,671,0.64,0.88,13,12,2,3,0,0,0,2,2,11,0
13,10,7,3,0.55,0.45,446,376,0.84,0.8,18,22,3,4,0,0,2,2,4,5,1
10,14,4,4,0.45,0.55,317,384,0.77,0.83,15,16,3,3,1,1,0,4,4,2,2
24,5,11,2,0.6,0.4,488,361,0.82,0.72,15,13,2,3,0,0,2,0,11,0,2
16,7,5,2,0.6,0.4,517,350,0.85,0.78,8,14,5,5,0,0,1,0,8,1,0
13,6,4,2,0.62,0.38,558,337,0.85,0.76,19,16,2,2,0,0,0,0,6,3,0
10,13,1,6,0.53,0.47,496,454,0.88,0.85,15,18,2,4,1,0,1,0,6,4,1
16,14,7,1,0.63,0.37,572,335,0.89,0.78,14,16,0,3,0,0,1,1,8,6,1
11,13,5,3,0.49,0.51,466,475,0.83,0.84,18,21,2,2,0,0,1,4,6,6,1
25,15,8,5,0.52,0.48,431,415,0.84,0.81,17,12,3,2,0,0,1,2,5,3,1
12,10,3,5,0.43,0.57,347,472,0.76,0.85,19,15,3,2,0,0,0,4,5,4,2
19,11,4,4,0.65,0.35,534,298,0.86,0.75,15,16,4,4,0,0,2,0,5,2,1
15,7,4,3,0.69,0.31,577,263,0.88,0.75,19,9,3,2,0,1,2,1,8,1,1
13,15,4,1,0.37,0.63,350,579,0.79,0.89,12,11,2,3,0,0,2,2,3,3,0
13,8,2,5,0.47,0.53,404,460,0.78,0.83,18,22,3,3,1,0,2,1,7,2,2
13,8,4,3,0.37,0.63,344,571,0.77,0.86,14,25,2,5,0,0,3,2,5,5,2
12,10,2,2,0.55,0.45,498,408,0.86,0.88,12,20,0,1,0,0,0,0,4,2,0
13,9,4,3,0.53,0.47,483,424,0.83,0.84,17,15,1,2,0,0,0,2,4,8,2
23,4,11,3,0.67,0.33,614,315,0.85,0.67,14,11,0,1,0,0,4,1,8,1,1
12,8,1,2,0.52,0.48,429,401,0.83,0.77,18,26,3,2,0,0,0,0,4,3,1
11,11,6,4,0.56,0.44,402,314,0.75,0.72,17,14,2,2,0,1,3,2,4,7,1
24,19,8,5,0.53,0.47,368,336,0.76,0.77,17,18,1,1,0,0,0,2,7,11,1
17,11,3,4,0.63,0.37,528,314,0.85,0.78,11,15,3,1,0,1,0,0,6,8,2
15,10,4,3,0.39,0.61,304,475,0.77,0.8,9,10,4,1,1,1,2,1,6,6,1
13,14,6,4,0.45,0.55,404,483,0.75,0.8,19,14,2,0,0,0,3,2,6,1,1
7,31,4,12,0.34,0.66,299,562,0.67,0.85,12,12,4,1,0,0,4,1,4,9,1
12,16,9,5,0.45,0.55,382,431,0.77,0.82,20,13,2,3,0,0,2,1,2,6,2
10,16,4,3,0.51,0.49,479,458,0.83,0.81,11,13,3,2,1,0,1,0,1,4,1
8,12,1,3,0.41,0.59,288,400,0.65,0.79,21,18,3,3,0,0,2,1,2,7,2
13,16,6,9,0.38,0.62,332,545,0.77,0.84,14,18,3,3,1,0,1,2,2,8,2
14,11,8,3,0.66,0.34,571,295,0.85,0.7,11,9,3,1,0,0,0,3,9,4,0
14,13,8,5,0.52,0.48,450,438,0.84,0.81,19,6,2,3,0,0,3,1,7,2,2
12,19,3,10,0.34,0.66,314,606,0.7,0.84,14,16,1,2,0,0,2,1,1,5,0
10,13,4,3,0.49,0.51,402,403,0.79,0.77,16,18,5,3,0,2,1,3,5,2,0
11,17,1,6,0.36,0.64,271,454,0.75,0.87,10,20,3,5,2,0,1,2,2,11,0
6,18,2,4,0.43,0.57,341,442,0.77,0.84,25,18,2,5,0,0,0,1,1,9,2
6,17,3,4,0.59,0.41,539,389,0.84,0.75,17,16,3,3,0,0,2,2,4,3,0
11,8,2,1,0.37,0.63,316,534,0.79,0.88,15,24,2,4,0,0,2,1,7,2,0
19,9,7,6,0.38,0.62,314,530,0.76,0.83,14,13,4,5,0,0,1,2,10,3,2
8,13,3,7,0.47,0.53,482,524,0.82,0.87,11,17,1,1,0,0,0,1,3,6,1
10,14,4,3,0.52,0.48,464,422,0.82,0.86,14,19,2,3,0,1,0,2,1,7,1
3,18,1,4,0.5,0.5,464,449,0.78,0.82,13,13,2,2,0,0,0,1,6,8,1
13,20,6,4,0.33,0.67,294,555,0.75,0.86,14,14,4,1,0,0,1,1,2,8,1
23,12,6,4,0.63,0.37,533,326,0.84,0.72,18,11,2,1,0,0,3,0,11,5,0
12,17,4,8,0.36,0.64,313,547,0.69,0.82,18,12,2,1,0,0,2,1,6,9,2
26,3,9,0,0.77,0.23,699,224,0.88,0.56,10,11,1,0,0,0,2,1,13,4,0
14,7,5,1,0.54,0.46,408,361,0.79,0.73,17,15,0,3,0,0,1,3,6,4,1
15,15,6,4,0.64,0.36,493,270,0.82,0.67,12,22,1,3,0,0,1,1,8,5,1
12,21,4,5,0.43,0.57,360,474,0.79,0.86,17,15,4,1,0,0,2,0,3,6,2
9,19,2,8,0.53,0.47,301,275,0.8,0.77,18,13,4,5,0,0,3,2,8,10,1
8,5,2,1,0.34,0.66,291,557,0.78,0.9,11,15,1,3,0,0,1,1,2,4,2
16,10,6,5,0.72,0.28,616,244,0.87,0.68,16,16,5,6,0,0,1,1,7,1,0
12,10,7,4,0.61,0.39,493,314,0.85,0.73,17,19,3,4,1,1,1,0,4,2,0
14,5,5,1,0.7,0.3,557,248,0.86,0.69,18,22,5,2,0,0,0,0,12,0,1
8,7,3,0,0.34,0.66,314,580,0.64,0.78,16,13,4,3,0,1,2,2,2,4,1
4,11,1,4,0.43,0.57,387,481,0.82,0.88,14,18,2,1,1,0,0,1,3,7,2
13,17,7,7,0.46,0.54,396,446,0.85,0.86,18,18,3,4,0,0,0,2,4,6,2
11,12,3,2,0.41,0.59,340,474,0.73,0.81,17,15,2,1,1,0,3,3,2,5,1
9,21,6,6,0.57,0.43,463,345,0.83,0.8,19,13,4,2,0,0,2,3,6,9,1
7,19,1,10,0.54,0.46,401,354,0.81,0.77,20,16,7,5,0,0,5,2,6,2,0
16,19,2,8,0.65,0.35,546,300,0.85,0.76,12,10,1,2,0,0,0,2,9,3,1
11,13,3,7,0.56,0.44,579,466,0.86,0.84,13,12,1,1,0,0,1,0,3,4,1
21,11,6,5,0.63,0.37,482,297,0.85,0.77,20,14,3,2,0,0,3,4,10,3,1
20,8,9,3,0.65,0.35,503,272,0.85,0.69,9,19,2,0,0,1,1,1,10,2,1
6,16,2,5,0.55,0.45,421,339,0.75,0.73,25,22,4,3,0,0,2,2,3,7,0
10,12,3,4,0.4,0.6,369,526,0.82,0.88,13,9,3,2,0,1,2,0,3,9,0
9,8,3,3,0.44,0.56,376,468,0.78,0.81,17,19,1,3,0,0,0,1,0,4,2
9,13,4,5,0.3,0.7,283,635,0.71,0.87,21,13,5,4,0,0,1,1,2,7,1
20,10,5,3,0.59,0.41,499,361,0.85,0.8,19,17,2,3,0,0,1,1,4,4,1
12,4,2,0,0.48,0.52,413,448,0.74,0.75,15,20,1,4,0,0,1,1,5,3,0
12,13,4,4,0.59,0.41,569,396,0.86,0.82,12,13,0,1,0,0,1,2,4,5,2
25,3,6,0,0.54,0.46,441,392,0.84,0.76,17,13,0,3,0,0,4,0,9,1,0
13,8,6,1,0.33,0.67,256,523,0.78,0.89,14,11,3,3,0,0,1,2,4,7,1
13,14,3,4,0.64,0.36,573,328,0.82,0.78,14,21,0,2,0,0,2,1,4,2,2
12,10,6,7,0.61,0.39,479,302,0.81,0.71,18,24,2,1,0,0,2,1,7,2,1
11,16,1,8,0.48,0.52,347,376,0.8,0.82,14,12,5,1,0,0,3,0,8,10,2
12,7,5,4,0.49,0.51,395,404,0.83,0.83,15,18,2,4,0,0,1,2,2,3,2
11,16,3,7,0.39,0.61,473,749,0.84,0.9,14,8,2,1,0,0,0,1,4,3,1
8,13,1,4,0.33,0.67,269,544,0.62,0.83,29,11,3,5,0,0,2,1,6,6,2
15,9,5,5,0.49,0.51,440,455,0.85,0.84,8,15,2,2,0,0,3,3,5,3,1
10,20,5,7,0.34,0.66,293,559,0.77,0.88,16,15,1,2,0,0,2,1,4,11,0
15,16,5,2,0.46,0.54,401,451,0.86,0.88,12,12,4,3,0,0,1,1,5,7,2
12,11,3,5,0.61,0.39,439,273,0.81,0.7,16,18,0,3,0,0,2,0,7,3,2
21,10,6,6,0.65,0.35,550,317,0.87,0.76,8,24,1,2,0,0,1,1,9,1,2
12,18,5,5,0.47,0.53,358,394,0.82,0.82,11,20,2,0,0,0,1,1,4,11,0
12,8,7,1,0.53,0.47,444,383,0.88,0.82,16,13,2,4,0,0,0,0,5,9,1
13,5,4,4,0.61,0.39,525,344,0.84,0.81,22,13,0,2,0,0,2,1,9,2,1
6,23,1,9,0.38,0.62,402,656,0.81,0.88,18,16,3,1,0,0,1,0,4,4,1
14,8,3,2,0.4,0.6,334,487,0.73,0.85,15,20,2,2,1,0,1,1,4,1,1
11,18,5,4,0.46,0.54,400,455,0.78,0.82,11,12,4,1,0,1,2,1,2,7,0
6,17,3,5,0.3,0.7,298,685,0.71,0.87,19,7,4,2,0,0,2,2,4,7,0
7,13,2,4,0.49,0.51,455,454,0.8,0.8,20,20,4,2,0,0,0,1,4,4,2
11,19,6,6,0.41,0.59,355,481,0.78,0.87,15,18,1,1,0,0,2,3,5,7,2
15,7,3,1,0.68,0.32,618,300,0.91,0.74,14,12,1,1,0,2,1,3,12,4,0
12,11,4,1,0.37,0.63,260,431,0.77,0.84,16,17,3,1,0,0,2,1,5,10,2
11,18,6,4,0.31,0.69,303,659,0.76,0.89,20,13,5,3,0,0,2,1,5,5,0
4,11,3,6,0.45,0.55,397,463,0.81,0.87,19,25,4,2,0,0,4,2,2,10,1
11,11,3,2,0.53,0.47,462,418,0.81,0.78,13,25,2,2,0,0,1,2,4,3,2
6,15,1,8,0.3,0.7,266,619,0.68,0.88,19,17,0,2,0,0,0,3,0,2,0
11,9,5,3,0.59,0.41,421,293,0.86,0.77,17,24,3,3,0,0,3,0,5,4,1
22,4,8,1,0.59,0.41,470,354,0.87,0.77,16,15,2,1,0,0,4,2,10,1,1
17,17,8,6,0.63,0.37,597,351,0.9,0.81,15,12,2,0,0,0,1,1,9,5,2
16,9,6,0,0.59,0.41,400,283,0.83,0.74,18,19,2,1,1,0,4,5,9,8,0
26,5,10,2,0.66,0.34,680,353,0.9,0.81,15,17,2,2,0,0,2,1,8,1,1
11,12,6,4,0.31,0.69,230,486,0.65,0.85,18,15,2,3,0,0,3,1,3,9,2
7,11,1,4,0.45,0.55,361,434,0.79,0.79,15,21,2,3,0,0,4,0,5,5,0
13,9,5,4,0.45,0.55,343,412,0.77,0.81,12,15,2,2,1,1,2,0,3,4,0
15,9,6,3,0.59,0.41,466,324,0.84,0.75,19,16,0,3,0,0,1,0,9,2,2
13,14,3,3,0.34,0.66,293,569,0.73,0.89,16,26,1,1,1,1,0,0,5,7,2
11,15,5,5,0.4,0.6,263,386,0.69,0.8,16,14,3,3,1,0,0,2,7,8,0
27,5,13,1,0.7,0.3,578,254,0.88,0.73,16,18,4,2,0,1,2,0,15,2,1
9,11,2,5,0.53,0.47,450,412,0.83,0.86,12,17,2,2,0,0,1,1,6,4,2
9,23,3,5,0.43,0.57,334,423,0.7,0.79,17,26,4,3,0,0,2,0,3,12,0
4,13,0,7,0.36,0.64,381,647,0.79,0.89,17,17,4,4,0,0,3,0,1,11,1
22,6,10,3,0.6,0.4,604,408,0.89,0.85,9,8,2,1,0,0,1,1,5,3,1
9,10,2,3,0.64,0.36,584,315,0.85,0.76,18,14,2,6,0,0,4,5,3,4,0
10,12,2,3,0.32,0.68,207,421,0.63,0.85,21,17,3,3,0,0,2,4,1,15,2
31,8,14,1,0.66,0.34,646,353,0.9,0.8,12,8,0,2,0,1,1,0,12,0,1
10,16,3,5,0.58,0.42,488,353,0.86,0.79,13,20,2,2,0,0,4,4,3,5,2
13,14,5,7,0.47,0.53,388,420,0.74,0.82,18,17,2,3,0,0,2,0,5,2,1
12,12,3,2,0.48,0.52,416,445,0.82,0.84,23,19,4,5,0,0,0,0,4,6,1
15,18,7,7,0.6,0.4,511,343,0.88,0.84,11,20,2,3,0,0,4,1,8,7,1
12,17,2,5,0.39,0.61,298,446,0.73,0.8,12,10,4,1,0,0,0,2,4,9,0
12,8,6,3,0.6,0.4,500,344,0.83,0.76,15,13,3,0,0,0,2,3,8,2,2
12,6,4,3,0.56,0.44,457,366,0.86,0.82,12,11,2,1,0,0,3,2,6,4,1
17,14,6,5,0.62,0.38,501,313,0.83,0.7,8,12,1,0,0,0,1,0,5,4,1
20,14,6,3,0.55,0.45,447,373,0.85,0.81,20,14,0,1,0,0,0,0,7,6,1
10,20,4,4,0.56,0.44,516,404,0.86,0.84,14,21,2,6,0,0,0,1,2,4,0
14,17,6,7,0.53,0.47,533,485,0.85,0.82,10,9,2,2,1,0,3,3,3,5,1
5,11,2,5,0.61,0.39,453,278,0.85,0.78,18,17,4,3,0,0,0,0,6,11,1
9,13,2,1,0.43,0.57,402,518,0.85,0.87,21,9,2,1,0,1,2,2,3,7,0
13,12,0,4,0.59,0.41,440,327,0.8,0.75,23,13,2,4,0,0,1,1,8,4,1
18,10,3,4,0.55,0.45,409,344,0.88,0.79,18,14,1,3,0,0,2,2,11,4,2
4,18,2,5,0.35,0.65,255,453,0.73,0.85,26,15,2,0,0,0,0,1,1,2,1
21,4,6,1,0.71,0.29,506,223,0.84,0.65,8,17,2,5,0,0,6,6,17,4,2
17,16,6,5,0.52,0.48,396,379,0.89,0.85,22,17,3,1,1,1,1,2,8,7,1
10,6,0,5,0.61,0.39,402,266,0.82,0.76,18,17,1,1,1,0,0,0,5,1,2
19,17,6,7,0.64,0.36,537,304,0.84,0.75,11,15,1,0,0,0,5,2,12,4,1
25,7,9,3,0.71,0.29,664,277,0.93,0.82,15,13,0,0,0,0,0,2,13,3,1
10,16,3,4,0.38,0.62,315,500,0.69,0.78,22,18,4,1,0,0,0,4,4,5,1
13,11,2,4,0.64,0.36,519,293,0.86,0.79,14,22,3,3,0,0,0,1,4,4,0
12,8,5,1,0.59,0.41,579,401,0.87,0.81,22,17,1,3,0,0,0,0,2,0,2
